Title,Company,Expereince,Salary,Location,Qualification,Posted
SAP Vendor Invoice Management Application Lead,Accenture,4-6 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru", Educational Qualification : a: Bachelors Degree in engineering or Science . .,2 Days Ago
Data Engineer-Senior Associate-P&T,PwC,0-9 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru", Bachelor Degree . Other related fields of study with relevant experience may be conside...,2 Days Ago
Customer Care Executive || WFH ||,Teleperformance (TP),1-6 Yrs,2-2.75 Lacs PA,"Kolkata, Indora, Himachal Pradesh, Azara, Assam, Pune, Lucknow, Uttar Pradesh, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Work From Home !!!Hiring for Customer Care Executive profile for Domestic Voice/ Blende...,Few Hours Ago
Opportunity with Deloitte India - Process Mining,Deloitte,1-6 Yrs,Not disclosed,"Hybrid - Mumbai, Maharashtra, Pune, Maharashtra, Gurgaon/ Gurugram, Haryana, Bangalore/ Bengaluru, Karnataka", Deputy ManagerDeloittes Center for Process Bionics (CPB) is designed to orchestrate inn...,1 Day Ago
Splunk SME,Capgemini,9-12 Yrs,Not disclosed,"Mumbai, Pune, Bangalore/Bengaluru"," Act as the Splunk SME providing input into strategies, capabilities, and integrations t...",1 Day Ago
Senior Executive HRBP,Grant Thornton,2-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", MBA from Tier 1/ Tier 2 college . ROLE RESPONSIBILITIES - Presentation of reports to Ti...,5 Days Ago
Senior Manager - Territory Sales Manager - ILMCV,Tata Motors Finance,4-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," Product Knowledge . Good analytical and communication skills, planning skills, ability ...",7 Days Ago
Manager HR & Administration,Tata Motors Finance,15-17 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Excellent Organizational and multiskilling abilities. Experience of Facility management...,7 Days Ago
Senior Associate / Assistant Manager - ISPL OPC - CEP,BNP Paribas,5-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Main responsibilities is to implement the operational risk management framework and mon...,7 Days Ago
Software Package Creation Specialist (SWP),NCR Corporation,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Working knowledge of Active Directory (or equivalent) and associated best practices the...,7 Days Ago
CN - Comms & Media - Network Assurance - Senior Manager,Accenture,7-12 Yrs,Not disclosed,"Kolkata, West Bengal, Mumbai, Maharashtra, Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Gurgaon/Gurugram, Chennai, Tamil Nadu, Bangalore/Bengaluru, Delhi / NCR", Deep expertise in Telecom Network Operations & Service Assurance in (B2B / B2C) domain....,2 Days Ago
CN - Comms & Media - FTTX - Senior Manager,Accenture,8-13 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru", Across Levels - Comms & Media - NetworksJoin our team in Strategy consulting to find en...,6 Days Ago
CN - Comms & Media - Private Networks - Consultant,Accenture,1-6 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Delhi / NCR"," Experience in use case identification, prioritization, and monetization for Private net...",6 Days Ago
CN - Comms & Media - Network Assurance - Analyst,Accenture,1-6 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Delhi / NCR, Bangalore/Bengaluru"," Experience in the role of Functional Business Analyst, Product Owners, Process Designer...",6 Days Ago
CN - Comms & Media - Network Assurance - Consultant,Accenture,1-6 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Delhi / NCR"," Experience in the role of Functional Business Analyst, Product Owners, Process Designer...",6 Days Ago
Salesforce Lightning Developer,Capgemini,7-12 Yrs,Not disclosed,"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)"," Should have Salesforce.com experience in Sales, Service cloud on Apex, VF and Lightning...",4 Days Ago
Java Full Stack Developer_ Tech Mahindra_ PAN India,Tech Mahindra,7-12 Yrs,27.5-30 Lacs PA,"Hybrid - Noida, Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)", Must Have: Years of Experience: 7+ YearsGood communication skills to ask clarifying que...,2 Days Ago
"Sr Android Developer - Android, Kotlin, Mockito",Photon,4-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Kotlin Room database Co-routine Unit test cases framework(mockito/roboelectric) Dagger ...,1 Day Ago
Techno Functional Manager - Techno Functional Manager,Photon,10-15 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", . Have an oversight of key strategic initiatives within safety and soundness domain . S...,1 Day Ago
Search Evaluator,TELUS International,1-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," . English speakers in India . Good level of English language . Experience in rating, an...",2 Days Ago
Digital Solutions - Applications Support (BPM Support),TELUS International,4-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Shift Timings: 6 pm IST (Weekly rotation) . 4+ years of hands-on experience in supporti...,2 Days Ago
SAP Database Administrator (Hana),Rackspace Technology,4-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," Experience on implementation, support & operation of SAP systems such as SAP NetWeaver,...",2 Days Ago
Technical Support Lead,NCR Corporation,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Knowledge on the usage and requirements of test equipment and the ability to manipulate...,2 Days Ago
Autosar Adaptive Architect,Hitachi Ltd.,6-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", The project goal is to design and develop a next generation of the Automotive AD/ADAS p...,2 Days Ago
Product Des Engineer - GBS,Ford,5-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," Marketing, Sales & Service plays an important role in Ford s revitalization as a modern...",2 Days Ago
TSM-Institutional Sales,Tata Motors Finance,5-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", BE / B Tech . Master of Business Administration The position will be responsible for dr...,2 Days Ago
Senior Manager - TSM CV Passenger,Tata Motors Finance,4-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", . Work Experience . 4-7 years of experience in Sales & Marketing preferably in automobi...,2 Days Ago
Team Lead - Sales,Paytm,2-7 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Ensure the team members are in a market where sales & usage are done regularly. Should ...,3 Days Ago
Probationary Officers' Programme,ICICI Bank,0-5 Yrs,4.25-4.5 Lacs PA,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)"," Term II - 2 months . Start your Internship at ICICI Bank Branch, where you will get to ...",2 Days Ago
Senior Manager - SAP SuccessFactor EC,Tata Motors Finance,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Managing the Reviews and monitor the project management from kick off - Requirement gat...,3 Days Ago
Senior Manager - Regional Sales - New Cars,Tata Motors Finance,4-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", BE / B Tech . MBA 4-7 years of experience in Sales & Marketing preferably in automobile...,3 Days Ago
"Senior Coordinator, HR Shared Service",Ford,2-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Exposure to automation tools . Any Bachelor degree / Masters Degree with exposure of HR...,3 Days Ago
Software Quality Engineer,NCR Corporation,5-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," Primary responsibility is to build, maintain and execute automation tests for NCRs Tera...",4 Days Ago
Software Engineer IV,NCR Corporation,7-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", 1. Work as part of NCR s Terafina product engineering team 2. Contribute to product dev...,4 Days Ago
TSI-Del-Met-2 Professional,Reckitt Benckiser Pvt Ltd,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," As our face in-store, you ll help us connect with shoppers at the point of purchase Get...",4 Days Ago
Customer Engineer,NCR Corporation,2-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Provides prompt and courteous service responses to routine customer enquiries (for Tier...,4 Days Ago
Territory Account Manager,Juniper Networks,7-11 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," Significant experience selling within the ICT sector, with proven sales achievement tha...",4 Days Ago
SFDC - LWC & Integration,Cognizant,6-11 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Roles and Responsibilities Experience - 4- 12 YearsLocation - Pan IndiaNotice Period - ...,4 Days Ago
Apex developer,Oracle,8-13 Yrs,Not disclosed,"Hybrid - Noida, Uttar Pradesh, Kolkata, West Bengal, Mumbai, Maharashtra, Hyderabad/ Secunderabad, Telangana, Pune, Chennai, Tamil Nadu, Bangalore/Bengaluru", Individual Contributor role with Hands-On is a critical requirementWell versed in setti...,4 Days Ago
Database Principal  Engineer - Information Integration / GoldenGate,Oracle,7-12 Yrs,Not disclosed,"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)"," Experience: 7 to 16 years An Oracle DBA with hands-on experience in installation, confi...",4 Days Ago
Software Engineer - HTHD,Ford,1-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Experience in developing and maintaining CI / CD process and TDD. Experience in seleniu...,5 Days Ago
Supervisor Channel Operations,Pearson,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Responsible for securing and maintaining exam delivery venues that will provide the req...,5 Days Ago
Servicenow Developer ITSM,Capgemini,6-9 Yrs,Not disclosed,"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Maharashtra, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)"," Answer \""how to\"" technical configuration questions upon critical issues, as well as de...",5 Days Ago
"Pega Developer, Leads, Architects || PAN India || 5-Aug drive",HCLTech,4-9 Yrs,Not disclosed,"Hybrid - Noida, Uttar Pradesh, Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Gurgaon/ Gurugram, Haryana, Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka, Delhi / NCR, Mumbai (All Areas)"," ""Pega CSSA Certification is must for developer and LSA Certification is mandate for arc...",5 Days Ago
Digital UX Lead (Figma) _ Tech M (PAN India),Tech Mahindra,5-10 Yrs,15-20 Lacs PA,"Hybrid - Noida, Uttar Pradesh, Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Gurgaon/ Gurugram, Haryana, Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka, Mumbai (All Areas)", Experience working in a collaborative team and working directly with developers for imp...,2 Days Ago
Perl Developer,Tech Mahindra,5-10 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Must have telecom backgroundExperience: 5-10 years . Good understanding on Unix command...,5 Days Ago
"HCL Hiring Tibco BW 5.x , 6.x Development & Support || Aug-5",HCLTech,5-10 Yrs,Not disclosed,"Hybrid - Noida, Uttar Pradesh, Hyderabad/ Secunderabad, Telangana, Pune, Gurgaon/ Gurugram, Haryana, Chennai, Bangalore/ Bengaluru, Karnataka, Delhi / NCR, Mumbai (All Areas)", Name : Email ID : Ph.No : Total Exp : Rel Exp : Current Company (Payroll) : Current Loc...,7 Days Ago
CN - Comms & Media - Non Networks - Analyst,Accenture,1-6 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru", Certification profession in PSM / CSM/SAFe / ICP-ACCShould have understanding of lean c...,4 Days Ago
CA Siteminder,Capgemini,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Should have worked on CA Siteminder version 12 52 and above 12 8 Access gateway experie...,4 Days Ago
CN - Comms & Media - Non Networks - Consultant,Accenture,1-6 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru", Certification profession in PSM / CSM/SAFe / ICP-ACCShould have understanding of lean c...,6 Days Ago
CN - Comms & Media - Non Networks - Manager,Accenture,8-12 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru", Certification profession in PSM / CSM/SAFe / ICP-ACCShould have understanding of lean c...,6 Days Ago
Sr. Java Full Stack Developer_ Tech Mahindra_ PAN India,Tech Mahindra,7-11 Yrs,25-30 Lacs PA,"Hybrid - Noida, Uttar Pradesh, Hyderabad/Secunderabad, Pune, Gurgaon/ Gurugram, Haryana, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)", Must Have: Years of Experience: 7+ Years Min 2 + years Angular framework experienceExpe...,2 Days Ago
Security Delivery Analyst,Accenture,2-4 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR"," Required Relevant skill Experience: Location: Bengaluru, Chennai, Delhi / NCR, Hyderaba...",2 Days Ago
Sr. Angular Developer,Wipro,6-10 Yrs,7-14 Lacs PA,"New Delhi, Delhi, Hyderabad/Secunderabad, Pune, Maharashtra, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)", Requirements: Bachelors degree in Computer Science or a related field (or equivalent wo...,3 Days Ago
CN - Strategy - MC - SC&O - SC Digital Core S4 - 09,Accenture,4-8 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru", Experience in any of S4HANA functionalities: EWM / TM/PP / SD/MM / PM,4 Days Ago
Data Governance-Data Management,Capco,7-12 Yrs,Not disclosed,"Hybrid - Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Gurgaon/ Gurugram, Haryana, Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka, Mumbai (All Areas)", Experience required: 7+ years . Notice Period: Immediate to 1 Month,3 Days Ago
CN - Strategy - MC - SC&O - SC Digital Core S4 Consultant - 09,Accenture,4-8 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru", Experience in any of S4HANA functionalities: EWM/ TM/ PP/ SD/ MM/ PM,4 Days Ago
CN - Comms & Media - Private Networks - Senior Manager,Accenture,8-13 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Delhi / NCR"," Experience in use case identification, prioritization, and monetization for Private net...",4 Days Ago
Informatica IICS,Capgemini,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)", Roles and Responsibilities Informatica IDMC ArchitectConsulting backgroundKnows all ser...,4 Days Ago
Sap Abap Consultant,Wipro,7-12 Yrs,Not disclosed,"Hybrid - Bhubaneswar, Odisha, Hyderabad/Secunderabad, Pune, Maharashtra, Chennai, Bangalore/ Bengaluru, Karnataka, Mumbai (All Areas)", Minimum relevant 7+years of experience required in SAP ABAP. . Odata experience is mand...,4 Days Ago
"Senior Biostatistician
",IQVIA,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)"," Requires advanced knowledge of job area, and broad knowledge of a other related job are...",4 Days Ago
Aws Data Engineer,Capgemini,8-13 Yrs,Not disclosed,"Hybrid - Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka, Mumbai (All Areas)"," Role & responsibilities Evaluating existing data systems, the data structures, relation...",3 Days Ago
SAP Ariba Cloud Integration Gateway CIG Application Lead,Accenture,6-8 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru", Educational Qualification : a: Bachelors Degree in engineering or Science Technical Exp...,4 Days Ago
CN - Strategy - MC - SC&O - SCM - Kinaxis - 09,Accenture,2-6 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru", Involve in supply chain planning process and requirement discussions with the client to...,1 Day Ago
CN - Strategy - MC- SC&O - S2P Tech & Org- S&P Business Solutions - 09,Accenture,2-4 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Gurgaon/Gurugram, Delhi / NCR, Bangalore/Bengaluru", Sourcing and Procurement Consultant - Supply Chain ManagementFind endless opportunities...,1 Day Ago
Associate,PwC,4-7 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru"," Solid knowledge and experience of supervised, unsupervised machine learning algorithms....",2 Days Ago
Data Engineer - Senior Associate - P&T Labs,PwC,6-9 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru", Knowledge of batch and streaming data processing techniques . Understanding of the Data...,1 Day Ago
Data Engineer - Manager - P&T Labs,PwC,10-13 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru", Knowledge of batch and streaming data processing techniques . Understanding of the Data...,1 Day Ago
Scrum Master - Senior Associate - P&T,PwC,6-9 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru"," Creating a culture where Agile methodology is understood and in place, inside the Scrum...",1 Day Ago
AEM DEVELOPER,Capgemini,6-9 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru", Certification on Adobe Certified Professional - Adobe Experience Manager Developer will...,1 Day Ago
EDR professional,Capgemini,4-9 Yrs,Not disclosed,"Hybrid - Hyderabad/Secunderabad, Bangalore/Bengaluru, Mumbai (All Areas)", Supports Endpoint Detection and Response (EDR) applications from an operational capacit...,1 Day Ago
Oracle Epm Consultant-Edmcs,PwC,3-8 Yrs,Not disclosed,"Kolkata, Pune, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Technical RequirementsEnterprise Data Management Cloud (EDMCS)Experience with Master Da...,2 Days Ago
CN - Strategy - MC - SC&O - SC Digital Core Oracle - 09,Accenture,4-8 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Delhi / NCR, Bangalore/Bengaluru", Supply Chain Digital Strategy CoE | ORACLE Consultant - Supply Chain ManagementFind end...,6 Days Ago
Birlasoft is hiring Generative AI Lead/Architect,Birlasoft,8-13 Yrs,Not disclosed,"Noida, Mumbai, Pune, Bangalore/Bengaluru", Interested candidates please share your resume with geetanjalisatpathy@birlasoft.com al...,2 Days Ago
Java Developer,Infogain,4-9 Yrs,Not disclosed,"Hybrid - Noida, Uttar Pradesh, Pune, Maharashtra, Gurgaon/ Gurugram, Haryana, Bangalore/Bengaluru, Mumbai (All Areas)", Must have developed / worked on micro services from start till endShould have experienc...,2 Days Ago
Urgent Hiring | .Net Developer,Infogain,6-8 Yrs,Not disclosed,"Hybrid - Noida, Uttar Pradesh, Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka, Mumbai (All Areas)"," Must have good HTML5, Bootstrap, JavaScript, OOPs concept, ES6 Concepts Must have knowl...",2 Days Ago
Senior Engineer (Structures),Atkins,7-12 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru", Greetings for the day.Hope you are doing fine and safe.It is my pleasure to introduce m...,3 Days Ago
CN - Strategy - MC - SC&O - SC Digital Core Ariba,Accenture,3-6 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Delhi / NCR, Bangalore/Bengaluru", Develop and expand SAP Ariba professional skills through continual learning and hands o...,3 Days Ago
CN - Strategy - MC - SC&O - SC Digital Core Oracle - 11,Accenture,4-8 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Delhi / NCR, Bangalore/Bengaluru"," Practice: Supply Chain and Operations, Industry Consulting, Capability Network I Areas ...",4 Days Ago
CN - Strategy - MC - SC&O - SC Digital Core Oracle - 06,Accenture,8-12 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Delhi / NCR, Bangalore/Bengaluru"," Practice: Supply Chain and Operations, Industry Consulting, Capability Network I Areas ...",4 Days Ago
CN - Strategy - MC - SC&O - SC Digital Core S4 - 07,Accenture,9-14 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru", Business Strategist - Supply Chain FulfilmentFind endless opportunities to solve our cl...,4 Days Ago
CN - Strategy - MC - SC&O - SC Digital Core Ariba - 09,Accenture,3-6 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Delhi / NCR, Bangalore/Bengaluru", Develop and expand SAP Ariba professional skills through continual learning and hands o...,4 Days Ago
CN - Strategy - MC - SC&O - SC Digital Core S4 - 07,Accenture,9-14 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru", Business Strategist - Supply Chain FulfilmentFind endless opportunities to solve our cl...,4 Days Ago
CN - Strategy - MC - SC&O - SC Digital Core Ariba - 07,Accenture,8-12 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Delhi / NCR, Bangalore/Bengaluru", Supply Chain Digital Strategy CoE |CoE | ARIBAFind endless opportunities to solve our c...,4 Days Ago
CN - Strategy - MC - SC&O - SC Digital Core S4 - 09,Accenture,2-6 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru", Business Strategist - Supply Chain FulfilmentFind endless opportunities to solve our cl...,4 Days Ago
CN - Strategy - MC - SC&O - SC Digital Core Oracle - 07,Accenture,8-12 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Delhi / NCR, Bangalore/Bengaluru", Supply Chain Digital Strategy CoE | Oracle | Senior Manager/Manager - Supply Chain Mana...,4 Days Ago
CN - Strategy - MC - SC&O - SC Digital Core IBP - 11,Accenture,4-8 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru, Delhi / NCR", Foster good relationships with clients,5 Days Ago
Azure Data Factory Developer -ADF,Hexaware Technologies,4-7 Yrs,Not disclosed,"Hybrid - Pune, Maharashtra, Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka, Mumbai (All Areas)"," Preferred candidate profile . Bachelors or masters degree in computer science, engineer...",4 Days Ago
Rpa Project Manager UiPath,Wipro,10-15 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)", Shift Time - 2 or 3rd shift as client based out of US & CanadaCandidate must have handl...,2 Days Ago
Matillion and Snowflake Developer with Hexaware!!!,Hexaware Technologies,3-6 Yrs,Not disclosed,"Hybrid - Pune, Maharashtra, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)", Experience with cloud platform data warehouse technologies like Snowflake is a plusMini...,2 Days Ago
Oracle Atg Developer,Infogain,6-11 Yrs,Not disclosed,"Hybrid - Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka, Mumbai (All Areas)", Exp: 6 to 15 years Skills Required- Java + Oracle ATG / EndecaLocation- Bangalore / Mum...,1 Day Ago
SAP Basis,Capgemini,9-12 Yrs,Not disclosed,"Mumbai, Pune, Bangalore/Bengaluru"," Responsible for SAP installation, configuration, Should have project handling capabilit...",3 Days Ago
Hiring For SAP SuccessFactors,MRT Infotech,7-12 Yrs,12-19 Lacs PA,"Mumbai Suburban, Maharashtra, Pune, Maharashtra, Chennai, Bangalore/ Bengaluru, Karnataka", Shift Timings: CET. We are referring to three different areas of expertise within Succe...,3 Days Ago
Job Opportunity For AWS Datalake with Hexaware!!!,Hexaware Technologies,5-10 Yrs,Not disclosed,"Hybrid - Pune, Maharashtra, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)", Role & responsibilities Job Description: Primary focus is on AWS + Date Lake Developmen...,4 Days Ago
Assistant Manager,Info Edge,2-5 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Goalpokhar, West Bengal, Delhi / NCR, Mumbai (All Areas)"," The candidate should have the ability to analyze, compare, and interpret facts and figu...",5 Days Ago
CN - Comms & Media - Private Networks - Analyst,Accenture,1-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru"," Experience in use case identification, prioritization, and monetization for Private net...",7 Days Ago
Design Engineer,Schneider Electric,6-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," Bachelor of Engineering - Mechanical Able to use design tools - AutoCAD, 3D Creo, Symph...",7 Days Ago
Fno Audiences - Manager - Paytm Money,Paytm,5-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," Qualifications and Experience:Bachelors degree in Marketing, Business Administration, F...",7 Days Ago
SW Support Analyst,NCR Corporation,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," Proven experience in scripting (batch, VB, PowerShell), common Retail SW architectures,...",8 Days Ago
